[1622685218,[0,496,759,1289,13,6,5,1,4,17,0,18,7,50,3,69,326,37,41,21,45,47,41,8,6,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,791028,296554,1098852,9424,12265,1472,1634,847,4211,0,3931,6047,20818,2224,55501,121729,9323,9479,4234,27788,12432,9014,8001,1353,1246,487,512,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,953573,737456,3353642,67614,30477,10353,12331,7591,47136,0,66045,120851,439307,65627,2124233,5361224,493067,605210,315037,2478515,1288524,1199390,1177797,248986,257900,124536,159000,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]][1622929549,[0,640,285,1271,57,58,16,33,88,81,130,302,138,484,300,451,156,12,21,5,9,17,40,8,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,226618,80980,440040,28340,16229,4223,20073,66363,26879,149957,75268,41887,253184,93104,426665,44021,3348,4615,895,3046,7069,8389,2853,367,349,901,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,287339,206622,1357979,125966,84410,26659,163680,665484,297436,1903935,1189627,768869,5534651,2646907,14383846,1860958,178142,299169,67491,277650,719364,1144752,433235,68093,70000,228512,117203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]],
[1622929723,[0,640,285,1271,57,58,16,33,88,81,130,302,138,484,300,451,156,12,21,5,9,17,40,8,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,226618,80980,440040,28340,16229,4223,20073,66363,26879,149957,75268,41887,253184,93104,426665,44021,3348,4615,895,3046,7069,8389,2853,367,349,901,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,287339,206622,1357979,125966,84410,26659,163680,665484,297436,1903935,1189627,768869,5534651,2646907,14383846,1860958,178142,299169,67491,277650,719364,1144752,433235,68093,70000,228512,117203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]],
[1622929750,[0,640,285,1271,57,58,16,33,88,81,130,302,138,484,300,451,156,12,21,5,9,17,40,8,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,226618,80980,440040,28340,16229,4223,20073,66363,26879,149957,75268,41887,253184,93104,426665,44021,3348,4615,895,3046,7069,8389,2853,367,349,901,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,287339,206622,1357979,125966,84410,26659,163680,665484,297436,1903935,1189627,768869,5534651,2646907,14383846,1860958,178142,299169,67491,277650,719364,1144752,433235,68093,70000,228512,117203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]],
[1622929785,[0,640,285,1271,57,58,16,33,88,81,130,302,138,484,300,451,156,12,21,5,9,17,40,8,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,226618,80980,440040,28340,16229,4223,20073,66363,26879,149957,75268,41887,253184,93104,426665,44021,3348,4615,895,3046,7069,8389,2853,367,349,901,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,287339,206622,1357979,125966,84410,26659,163680,665484,297436,1903935,1189627,768869,5534651,2646907,14383846,1860958,178142,299169,67491,277650,719364,1144752,433235,68093,70000,228512,117203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]],
[1622929787,[0,640,285,1271,57,58,16,33,88,81,130,302,138,484,300,451,156,12,21,5,9,17,40,8,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,226618,80980,440040,28340,16229,4223,20073,66363,26879,149957,75268,41887,253184,93104,426665,44021,3348,4615,895,3046,7069,8389,2853,367,349,901,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,287339,206622,1357979,125966,84410,26659,163680,665484,297436,1903935,1189627,768869,5534651,2646907,14383846,1860958,178142,299169,67491,277650,719364,1144752,433235,68093,70000,228512,117203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]],
[1622929788,[0,640,285,1271,57,58,16,33,88,81,130,302,138,484,300,451,156,12,21,5,9,17,40,8,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,226618,80980,440040,28340,16229,4223,20073,66363,26879,149957,75268,41887,253184,93104,426665,44021,3348,4615,895,3046,7069,8389,2853,367,349,901,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,287339,206622,1357979,125966,84410,26659,163680,665484,297436,1903935,1189627,768869,5534651,2646907,14383846,1860958,178142,299169,67491,277650,719364,1144752,433235,68093,70000,228512,117203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]],
[1622929832,[0,640,285,1271,57,58,16,33,88,81,130,302,138,484,300,451,156,12,21,5,9,17,40,8,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,226618,80980,440040,28340,16229,4223,20073,66363,26879,149957,75268,41887,253184,93104,426665,44021,3348,4615,895,3046,7069,8389,2853,367,349,901,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,287339,206622,1357979,125966,84410,26659,163680,665484,297436,1903935,1189627,768869,5534651,2646907,14383846,1860958,178142,299169,67491,277650,719364,1144752,433235,68093,70000,228512,117203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]],
[1622929838,[0,640,285,1271,57,58,16,33,88,81,130,302,138,484,300,451,156,12,21,5,9,17,40,8,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,226618,80980,440040,28340,16229,4223,20073,66363,26879,149957,75268,41887,253184,93104,426665,44021,3348,4615,895,3046,7069,8389,2853,367,349,901,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,287339,206622,1357979,125966,84410,26659,163680,665484,297436,1903935,1189627,768869,5534651,2646907,14383846,1860958,178142,299169,67491,277650,719364,1144752,433235,68093,70000,228512,117203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]],
[1622931473,[0,640,285,1271,57,58,16,33,88,81,130,302,138,484,300,451,156,12,21,5,9,17,40,8,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,226618,80980,440040,28340,16229,4223,20073,66363,26879,149957,75268,41887,253184,93104,426665,44021,3348,4615,895,3046,7069,8389,2853,367,349,901,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,287339,206622,1357979,125966,84410,26659,163680,665484,297436,1903935,1189627,768869,5534651,2646907,14383846,1860958,178142,299169,67491,277650,719364,1144752,433235,68093,70000,228512,117203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]],
[1622931475,[0,640,285,1271,57,58,16,33,88,81,130,302,138,484,300,451,156,12,21,5,9,17,40,8,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,226618,80980,440040,28340,16229,4223,20073,66363,26879,149957,75268,41887,253184,93104,426665,44021,3348,4615,895,3046,7069,8389,2853,367,349,901,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,287339,206622,1357979,125966,84410,26659,163680,665484,297436,1903935,1189627,768869,5534651,2646907,14383846,1860958,178142,299169,67491,277650,719364,1144752,433235,68093,70000,228512,117203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]],
[1622931476,[0,640,285,1271,57,58,16,33,88,81,130,302,138,484,300,451,156,12,21,5,9,17,40,8,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,226618,80980,440040,28340,16229,4223,20073,66363,26879,149957,75268,41887,253184,93104,426665,44021,3348,4615,895,3046,7069,8389,2853,367,349,901,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,287339,206622,1357979,125966,84410,26659,163680,665484,297436,1903935,1189627,768869,5534651,2646907,14383846,1860958,178142,299169,67491,277650,719364,1144752,433235,68093,70000,228512,117203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]],
